Term,PMI,DF,DF_in_group,P(term),P(group),"P(term,group)",P(term|group)
fantasy taboo,-0.7657895214694067,114,2,0.00021299015761271664,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
favourite,-0.7657895214694067,114,2,0.00021299015761271664,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
heat big,-0.7657895214694067,114,2,0.00021299015761271664,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
house 1825,-0.7657895214694067,114,2,0.00021299015761271664,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
man masturbating,-0.7657895214694067,114,2,0.00021299015761271664,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
peeing girl,-0.7657895214694067,114,2,0.00021299015761271664,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
pegging cum,-0.7657895214694067,114,2,0.00021299015761271664,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
petite private,-0.7657895214694067,114,2,0.00021299015761271664,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
porno mexicano,-0.7657895214694067,114,2,0.00021299015761271664,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
public publicagent,-0.7657895214694067,114,2,0.00021299015761271664,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
roleplay sex,-0.7657895214694067,114,2,0.00021299015761271664,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
russian toys,-0.7657895214694067,114,2,0.00021299015761271664,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
sex red,-0.7657895214694067,114,2,0.00021299015761271664,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
towel,-0.7657895214694067,114,2,0.00021299015761271664,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
2 cocks,-0.7657895744756683,171,3,0.00031948523641907496,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
couple orgasm,-0.7657895744756683,171,3,0.00031948523641907496,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
kyler quinn,-0.7657895744756683,171,3,0.00031948523641907496,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
tits pink,-0.7657895744756683,171,3,0.00031948523641907496,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
1825 bangbros,-0.7657896009788023,228,4,0.0004259803152254333,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
pissing toys,-0.7657896009788023,228,4,0.0004259803152254333,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
bulge,-0.7657896168806834,285,5,0.0005324753940317916,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
fucks fan,-0.7657896168806834,285,5,0.0005324753940317916,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
silver,-0.765789627481938,342,6,0.0006389704728381499,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
succubus,-0.765789627481938,342,6,0.0006389704728381499,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
oil pov,-0.765789635054263,399,7,0.0007454655516445082,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
sensual blowjob,-0.7657896577712385,798,14,0.0014909311032890165,0.029829832074075736,2.6156686022614324e-05,0.0008768633345859953
couple anal,-0.7657896645863308,1140,20,0.0021299015761271664,0.029829832074075736,3.7366694318020464e-05,0.0012526619065514218
pussy fucked,-0.7657896682559965,1482,26,0.002768872048965316,0.029829832074075736,4.85767026134266e-05,0.0016284604785168483
bombshell,-0.7678973168918183,685,12,0.0012798092803922008,0.029829832074075736,2.2420016590812277e-05,0.000751597143930853
amateur bondage,-0.7679575080646517,1998,35,0.003732932762370244,0.029829832074075736,6.53917150565358e-05,0.0021921583364649883
sex petite,-0.7681981793685744,2398,42,0.0044802666487306535,0.029829832074075736,7.847005806784297e-05,0.0026305900037579856
blonde deepthroat,-0.7683184749156519,571,10,0.0010668191227794842,0.029829832074075736,1.8683347159010232e-05,0.0006263309532757109
babe brunette,-0.768318496171186,1713,30,0.0032004573683384525,0.029829832074075736,5.605004147703069e-05,0.0018789928598271326
instruction,-0.7683184988281281,2284,40,0.004267276491117937,0.029829832074075736,7.473338863604093e-05,0.0025053238131028436
talks,-0.7689499815026156,457,8,0.0008538289651667675,0.029829832074075736,1.4946677727208184e-05,0.0005010647626205688
italian,-0.7693170465615239,2457,43,0.004590498396968814,0.029829832074075736,8.0338392783744e-05,0.002693223099085557
sex webcam,-0.7694008884444471,400,7,0.0007473338863604092,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
actress,-0.7700018785481796,343,6,0.0006408388075540509,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
jerk challenge,-0.7700018785481796,343,6,0.0006408388075540509,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
body 1825,-0.7708428442893852,286,5,0.0005343437287476926,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
diana,-0.7708428442893852,286,5,0.0005343437287476926,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
puretaboo,-0.7708428442893852,286,5,0.0005343437287476926,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
toys squirting,-0.7708428442893852,286,5,0.0005343437287476926,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
latinas,-0.7711083610804146,1087,19,0.0020308798361844123,0.029829832074075736,3.549835960211944e-05,0.0011900288112238508
handjob public,-0.7721033744152134,229,4,0.0004278486499413343,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
jules jordan,-0.7721033744152134,229,4,0.0004278486499413343,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
mouth reality,-0.7721033744152134,229,4,0.0004278486499413343,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
penetration fake,-0.7721033744152134,229,4,0.0004278486499413343,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
slender verified,-0.7721033744152134,229,4,0.0004278486499413343,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
teen orgasm,-0.7721033744152134,229,4,0.0004278486499413343,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
fetish big,-0.7721034144178134,458,8,0.0008556972998826686,0.029829832074075736,1.4946677727208184e-05,0.0005010647626205688
kinky milf,-0.7721034144178134,458,8,0.0008556972998826686,0.029829832074075736,1.4946677727208184e-05,0.0005010647626205688
seins,-0.7721034277520143,687,12,0.001283545949824003,0.029829832074075736,2.2420016590812277e-05,0.000751597143930853
lana,-0.7721034384193751,1145,20,0.0021392432497066714,0.029829832074075736,3.7366694318020464e-05,0.0012526619065514218
handjob lingerie,-0.7735565388799024,745,13,0.0013919093633462621,0.029829832074075736,2.42883513067133e-05,0.0008142302392584242
brunette camgirl,-0.7742018134117433,172,3,0.000321353571134976,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
fetish funny,-0.7742018134117433,172,3,0.000321353571134976,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
fuckpassvr,-0.7742018134117433,172,3,0.000321353571134976,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
jackson,-0.7742018134117433,172,3,0.000321353571134976,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
la leche,-0.7742018134117433,172,3,0.000321353571134976,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
mysterious,-0.7742018134117433,172,3,0.000321353571134976,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
orgasm pee,-0.7742018134117433,172,3,0.000321353571134976,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
trimmed bush,-0.7742018134117433,172,3,0.000321353571134976,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
unicorn,-0.7742018134117433,172,3,0.000321353571134976,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
latina orgasm,-0.7742018668580756,344,6,0.000642707142269952,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
roughly,-0.7742018668580756,344,6,0.000642707142269952,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
start,-0.7742018668580756,344,6,0.000642707142269952,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
redhead stockings,-0.7742018935812446,688,12,0.001285414284539904,0.029829832074075736,2.2420016590812277e-05,0.000751597143930853
olivia,-0.7742018989258787,860,15,0.00160676785567488,0.029829832074075736,2.8025020738515347e-05,0.0009394964299135663
rough redhead,-0.7742018989258787,860,15,0.00160676785567488,0.029829832074075736,2.8025020738515347e-05,0.0009394964299135663
public public,-0.774935658837038,4589,80,0.008573788011269795,0.029829832074075736,0.00014946677727208186,0.005010647626205687
blonde hd,-0.7751665586484195,6483,113,0.012112413963186333,0.029829832074075736,0.00021112182289681562,0.007077539772015533
boobs teen,-0.7758784338713131,287,5,0.0005362120634635936,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
bathroom brunette,-0.7758784659915544,574,10,0.0010724241269271873,0.029829832074075736,1.8683347159010232e-05,0.0006263309532757109
labia,-0.7762973115288293,689,12,0.0012872826192558049,0.029829832074075736,2.2420016590812277e-05,0.000751597143930853
schoolgirl,-0.7763510242279847,6718,117,0.012551472621423074,0.029829832074075736,0.0002185951617604197,0.007328072153325817
lily,-0.7765964201387584,1206,21,0.0022532116673766337,0.029829832074075736,3.9235029033921486e-05,0.0013152950018789928
stepmom threesome,-0.7769950994681669,517,9,0.000965929048120829,0.029829832074075736,1.6815012443109207e-05,0.0005636978579481398
ass redhead,-0.7783895562744987,115,2,0.00021485849232861766,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
casero culona,-0.7783895562744987,115,2,0.00021485849232861766,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
caught dad,-0.7783895562744987,115,2,0.00021485849232861766,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
fucking real,-0.7783895562744987,115,2,0.00021485849232861766,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
joi dirty,-0.7783895562744987,115,2,0.00021485849232861766,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
kink leggings,-0.7783895562744987,115,2,0.00021485849232861766,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
libre,-0.7783895562744987,115,2,0.00021485849232861766,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
licking mature,-0.7783895562744987,115,2,0.00021485849232861766,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
lina moore,-0.7783895562744987,115,2,0.00021485849232861766,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
london river,-0.7783895562744987,115,2,0.00021485849232861766,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
lore,-0.7783895562744987,115,2,0.00021485849232861766,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
pov titjob,-0.7783895562744987,115,2,0.00021485849232861766,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
pristine,-0.7783895562744987,115,2,0.00021485849232861766,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
pussy red,-0.7783895562744987,115,2,0.00021485849232861766,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
pussy virgin,-0.7783895562744987,115,2,0.00021485849232861766,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
schoolgirl skinny,-0.7783895562744987,115,2,0.00021485849232861766,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
sesh,-0.7783895562744987,115,2,0.00021485849232861766,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
tits fucks,-0.7783895562744987,115,2,0.00021485849232861766,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
yoga yoga,-0.7783895562744987,115,2,0.00021485849232861766,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
toys virtual,-0.7783896367711648,230,4,0.0004297169846572353,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
videos premium,-0.7783896367711648,230,4,0.0004297169846572353,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
sucker,-0.778389663603391,345,6,0.0006445754769858529,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
tetas naturales,-0.778389663603391,345,6,0.0006445754769858529,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
glamour,-0.7791735676036514,1841,32,0.0034396042119737833,0.029829832074075736,5.978671090883274e-05,0.002004259050482275
blonde brazilian,-0.7797829167431255,518,9,0.0009677973828367299,0.029829832074075736,1.6815012443109207e-05,0.0005636978579481398
vaginal,-0.7801465694858725,126539,2198,0.23641720661539956,0.029829832074075736,0.004106599705550449,0.13766754353000124
teenager,-0.7804599099198938,12553,218,0.023453205688705542,0.029829832074075736,0.00040729696806642306,0.013654014781410498
facialized,-0.780896508324757,288,5,0.0005380803981794946,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
footfetish,-0.780896508324757,288,5,0.0005380803981794946,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
toys wife,-0.780896508324757,288,5,0.0005380803981794946,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
worship foot,-0.780896540601589,576,10,0.0010761607963589892,0.029829832074075736,1.8683347159010232e-05,0.0006263309532757109
samantha,-0.781969584464901,807,14,0.0015077461157321256,0.029829832074075736,2.6156686022614324e-05,0.0008768633345859953
blonde,-0.7819997144421427,126644,2197,0.23661338176056917,0.029829832074075736,0.0041047313708345474,0.13760491043467368
swallow cumshot,-0.7820272645548486,1787,31,0.0033387141373151285,0.029829832074075736,5.7918376192931715e-05,0.0019416259551547038
asmr asmr,-0.7825652854764197,173,3,0.000323221905850877,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
dvp,-0.7825652854764197,173,3,0.000323221905850877,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
ersties hot,-0.7825652854764197,173,3,0.000323221905850877,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
feetjob,-0.7825652854764197,173,3,0.000323221905850877,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
jk,-0.7825652854764197,173,3,0.000323221905850877,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
masturbation ass,-0.7825652854764197,173,3,0.000323221905850877,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
oops,-0.7825652854764197,173,3,0.000323221905850877,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
rough rimming,-0.7825652854764197,173,3,0.000323221905850877,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
stockings anal,-0.7825653393577271,346,6,0.000646443811701754,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
fetish girlsrimming,-0.7825653573181645,519,9,0.000969665717552631,0.029829832074075736,1.6815012443109207e-05,0.0005636978579481398
ava,-0.7833990477268712,577,10,0.0010780291310748904,0.029829832074075736,1.8683347159010232e-05,0.0006263309532757109
style hd,-0.7840392665164058,9467,164,0.017687524755434985,0.029829832074075736,0.0003064068934077678,0.01027182763372166
desperate,-0.784232263854596,866,15,0.001617977863970286,0.029829832074075736,2.8025020738515347e-05,0.0009394964299135663
tits hd,-0.7845760836552287,19865,344,0.037114469131373826,0.029829832074075736,0.000642707142269952,0.021545784792684455
amateurs chubby,-0.7846486267556226,231,4,0.00043158531937313634,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
blonde booty,-0.7846486267556226,231,4,0.00043158531937313634,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
hooker,-0.7846486267556226,231,4,0.00043158531937313634,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
profundas,-0.7846486267556226,231,4,0.00043158531937313634,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
orgasm russian,-0.7846486672475748,462,8,0.0008631706387462727,0.029829832074075736,1.4946677727208184e-05,0.0005010647626205688
bathtub,-0.7846486874935524,924,16,0.0017263412774925454,0.029829832074075736,2.989335545441637e-05,0.0010021295252411375
small penis,-0.7855406135377972,809,14,0.0015114827851639278,0.029829832074075736,2.6156686022614324e-05,0.0008768633345859953
amanda,-0.7858971890721106,289,5,0.0005399487328953957,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
pov doggy,-0.7858971890721106,289,5,0.0005399487328953957,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
compilation 1825,-0.7858972215044491,578,10,0.0010798974657907914,0.029829832074075736,1.8683347159010232e-05,0.0006263309532757109
couple,-0.7859033341459013,94908,1642,0.1773199112167343,0.029829832074075736,0.00306780560350948,0.10284354252787173
ol,-0.786728964083656,347,6,0.000648312146417655,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
rough sensual,-0.786728964083656,347,6,0.000648312146417655,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
mydirtyhobby,-0.7870487873722973,1504,26,0.0028099754127151387,0.029829832074075736,4.85767026134266e-05,0.0016284604785168483
skills,-0.7873228188403031,810,14,0.0015133511198798287,0.029829832074075736,2.6156686022614324e-05,0.0008768633345859953
amateurs car,-0.7877680089707365,463,8,0.0008650389734621737,0.029829832074075736,1.4946677727208184e-05,0.0005010647626205688
unexpected,-0.7877680089707365,463,8,0.0008650389734621737,0.029829832074075736,1.4946677727208184e-05,0.0005010647626205688
tits peeing,-0.7892214158390778,869,15,0.001623582868117989,0.029829832074075736,2.8025020738515347e-05,0.0009394964299135663
threesome blowjob,-0.7894167202748347,985,17,0.0018403096951625077,0.029829832074075736,3.176169017031739e-05,0.0010647626205687085
aj applegate,-0.7908804985171978,116,2,0.00021672682704451868,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
car cum,-0.7908804985171978,116,2,0.00021672682704451868,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
college teens,-0.7908804985171978,116,2,0.00021672682704451868,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
japanese stockings,-0.7908804985171978,116,2,0.00021672682704451868,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
josephine,-0.7908804985171978,116,2,0.00021672682704451868,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
kong,-0.7908804985171978,116,2,0.00021672682704451868,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
laid,-0.7908804985171978,116,2,0.00021672682704451868,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
lesbians lick,-0.7908804985171978,116,2,0.00021672682704451868,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
letsdoeit masturbation,-0.7908804985171978,116,2,0.00021672682704451868,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
nier automata,-0.7908804985171978,116,2,0.00021672682704451868,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
nipples amateur,-0.7908804985171978,116,2,0.00021672682704451868,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
pornstars blonde,-0.7908804985171978,116,2,0.00021672682704451868,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
pounded anal,-0.7908804985171978,116,2,0.00021672682704451868,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
qui,-0.7908804985171978,116,2,0.00021672682704451868,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
rimjob teen,-0.7908804985171978,116,2,0.00021672682704451868,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
rimming ass,-0.7908804985171978,116,2,0.00021672682704451868,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
star big,-0.7908804985171978,116,2,0.00021672682704451868,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
tattoo trimmed,-0.7908804985171978,116,2,0.00021672682704451868,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
amateurs compilation,-0.7908805528284725,174,3,0.000325090240566778,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
purple hair,-0.7908805528284725,174,3,0.000325090240566778,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
socks feet,-0.7908805528284725,174,3,0.000325090240566778,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
toejob,-0.7908805528284725,174,3,0.000325090240566778,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
stockings teacher,-0.7908805799841129,232,4,0.00043345365408903737,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
backstage,-0.7908805962774977,290,5,0.0005418170676112967,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
hair masturbate,-0.7908805962774977,290,5,0.0005418170676112967,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
sloppy bj,-0.7908805962774977,290,5,0.0005418170676112967,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
make love,-0.790880625243518,522,9,0.000975270721700334,0.029829832074075736,1.6815012443109207e-05,0.0005636978579481398
silicone tits,-0.790880625243518,522,9,0.000975270721700334,0.029829832074075736,1.6815012443109207e-05,0.0005636978579481398
sextape,-0.7908806288642701,580,10,0.0010836341352225933,0.029829832074075736,1.8683347159010232e-05,0.0006263309532757109
coo,-0.7908806342953995,696,12,0.001300360962267112,0.029829832074075736,2.2420016590812277e-05,0.000751597143930853
cum load,-0.7908806443001104,1102,19,0.0020589048569229274,0.029829832074075736,3.549835960211944e-05,0.0011900288112238508
pov shaved,-0.7912411052085058,4003,69,0.007478943867751796,0.029829832074075736,0.00012891509539717059,0.004321683577602405
tits outdoor,-0.7929960435057807,2730,47,0.005100553774409793,0.029829832074075736,8.781173164734808e-05,0.0029437554803958413
reality virtual,-0.7933658921770467,581,10,0.0010855024699384945,0.029829832074075736,1.8683347159010232e-05,0.0006263309532757109
garganta,-0.7936417648257555,523,9,0.000977139056416235,0.029829832074075736,1.6815012443109207e-05,0.0005636978579481398
masturbation rough,-0.7936417829769286,1046,18,0.00195427811283247,0.029829832074075736,3.363002488621841e-05,0.0011273957158962795
german hd,-0.7938040547356274,9880,170,0.018459146993102107,0.029829832074075736,0.00031761690170317394,0.010647626205687086
mistress domination,-0.7939865314654218,465,8,0.0008687756428939757,0.029829832074075736,1.4946677727208184e-05,0.0005010647626205688
elle,-0.7941933736991205,872,15,0.0016291878722656922,0.029829832074075736,2.8025020738515347e-05,0.0009394964299135663
massages,-0.795846848864102,291,5,0.0005436854023271977,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
new year,-0.795846848864102,291,5,0.0005436854023271977,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
slaves,-0.795846848864102,291,5,0.0005436854023271977,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
hot threesome,-0.7970857700048459,466,8,0.0008706439776098768,0.029829832074075736,1.4946677727208184e-05,0.0005010647626205688
feet licking,-0.7970857836624816,699,12,0.0013059659664148152,0.029829832074075736,2.2420016590812277e-05,0.000751597143930853
asian big,-0.7970858098396174,16776,288,0.031343183193955564,0.029829832074075736,0.0005380803981794946,0.018038331454340473
masturbation pornstar,-0.7973151135043227,3146,54,0.005877781016224618,0.029829832074075736,0.00010089007465865525,0.0033821871476888386
blowjob real,-0.7976485644906821,641,11,0.0011976025528925558,0.029829832074075736,2.0551681874911254e-05,0.000688964048603282
handjob handjob,-0.7979700393722845,408,7,0.0007622805640876174,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
licensed blow,-0.7979700393722845,408,7,0.0007622805640876174,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
fuck real,-0.798513961105552,758,13,0.0014161977146529756,0.029829832074075736,2.42883513067133e-05,0.0008142302392584242
feet footjob,-0.798714310290007,2216,38,0.004140229730436667,0.029829832074075736,7.099671920423888e-05,0.0023800576224477015
3 way,-0.79914816796195,175,3,0.00032695857528267905,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
aiden,-0.79914816796195,175,3,0.00032695857528267905,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
amateurs boss,-0.79914816796195,175,3,0.00032695857528267905,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
claire clouds,-0.79914816796195,175,3,0.00032695857528267905,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
reality fuck,-0.79914816796195,175,3,0.00032695857528267905,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
style 1825,-0.79914816796195,175,3,0.00032695857528267905,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
lesbo,-0.7995604007162148,1167,20,0.002180346613456494,0.029829832074075736,3.7366694318020464e-05,0.0012526619065514218
exam,-0.800796064531191,292,5,0.0005455537370430987,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
mason,-0.800796064531191,292,5,0.0005455537370430987,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
outdoors pov,-0.800796064531191,292,5,0.0005455537370430987,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
squeezing tits,-0.800796064531191,292,5,0.0005455537370430987,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
beauty big,-0.8012077721920099,701,12,0.0013097026358466172,0.029829832074075736,2.2420016590812277e-05,0.000751597143930853
japanese girl,-0.801893635881142,1052,18,0.0019654881211278764,0.029829832074075736,3.363002488621841e-05,0.0011273957158962795
tits fetish,-0.8025243492332412,5847,100,0.010924153083873282,0.029829832074075736,0.0001868334715901023,0.006263309532757109
flexible,-0.8027281533835807,1345,23,0.002512910192886876,0.029829832074075736,4.297169846572353e-05,0.001440561192534135
penetration hd,-0.8030225802242836,2983,51,0.005573242457532752,0.029829832074075736,9.528507051095217e-05,0.0031942878617061254
18 babe,-0.8032642210657033,117,2,0.0002185951617604197,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
adira,-0.8032642210657033,117,2,0.0002185951617604197,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
amateur lesbians,-0.8032642210657033,117,2,0.0002185951617604197,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
anal skinny,-0.8032642210657033,117,2,0.0002185951617604197,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
ass vaginal,-0.8032642210657033,117,2,0.0002185951617604197,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
czech eating,-0.8032642210657033,117,2,0.0002185951617604197,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
della,-0.8032642210657033,117,2,0.0002185951617604197,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
dildo femdom,-0.8032642210657033,117,2,0.0002185951617604197,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
dirty ass,-0.8032642210657033,117,2,0.0002185951617604197,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
hd holiday,-0.8032642210657033,117,2,0.0002185951617604197,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
jordi el,-0.8032642210657033,117,2,0.0002185951617604197,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
lips pussy,-0.8032642210657033,117,2,0.0002185951617604197,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
mypervyfamily pov,-0.8032642210657033,117,2,0.0002185951617604197,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
play playthrough,-0.8032642210657033,117,2,0.0002185951617604197,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
stretched big,-0.8032642210657033,117,2,0.0002185951617604197,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
tramplingaustria amateur,-0.8032642210657033,117,2,0.0002185951617604197,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
vacation sex,-0.8032642210657033,117,2,0.0002185951617604197,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
amateurs foot,-0.8032643034862816,234,4,0.0004371903235208394,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
russian big,-0.8032643034862816,234,4,0.0004371903235208394,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
polla,-0.8032643675911884,1053,18,0.001967356455843777,0.029829832074075736,3.363002488621841e-05,0.0011273957158962795
red hair,-0.8032643675911884,1053,18,0.001967356455843777,0.029829832074075736,3.363002488621841e-05,0.0011273957158962795
homemade missionary,-0.8032643694227573,1170,20,0.002185951617604197,0.029829832074075736,3.7366694318020464e-05,0.0012526619065514218
doggystyle double,-0.8038003905356127,1346,23,0.002514778527602777,0.029829832074075736,4.297169846572353e-05,0.001440561192534135
